DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,1997,14.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,1998,15.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,1999,19.7,bu
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2000,20.6,u
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2001,18.4,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2002,19.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2003,20.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2004,21.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2005,21.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2006,22.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2007,21.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2008,22.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2009,23.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2010,23.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2011,24.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2012,24.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2013,24.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2014,23.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2015,24.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2016,24.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2017,24.5,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2018,24.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2019,24.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2020,24.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2021,24.1,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2022,23.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Belgium,2023,23.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2000,,u
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2001,3.3,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2002,2.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2003,2.1,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2004,2.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2005,1.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2006,1.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2007,1.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2008,2.0,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2009,2.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2010,2.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2011,2.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2012,2.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2013,2.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2014,2.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2015,2.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2016,2.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2017,2.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2018,1.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2019,1.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2020,1.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2021,1.5,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2022,1.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Bulgaria,2023,1.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,1996,27.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,1997,28.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,1998,28.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,1999,29.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2000,29.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2001,30.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2002,30.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2003,31.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2004,32.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2005,32.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2006,32.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2007,32.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2008,33.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2009,33.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2010,34.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2011,34.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2012,34.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2013,35.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2014,36.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2015,36.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2016,36.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2017,37.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2018,37.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2019,38.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2020,38.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2021,37.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2022,37.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Switzerland,2023,38.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,1999,5.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2000,7.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2001,7.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2002,6.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2003,7.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2004,7.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2005,7.6,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2006,6.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2007,6.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2008,6.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2009,7.5,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2010,8.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2011,9.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2012,9.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2013,11.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2014,13.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2015,13.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2016,13.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2017,12.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2018,10.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2019,10.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2020,9.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2021,10.3,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2022,9.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Cyprus,2023,8.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,1997,5.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,1998,5.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,1999,5.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2000,4.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2001,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2002,4.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2003,4.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2004,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2005,4.4,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2006,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2007,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2008,4.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2009,4.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2010,5.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2011,4.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2012,5.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2013,5.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2014,5.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2015,5.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2016,5.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2017,6.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2018,6.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2019,6.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2020,5.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2021,5.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2022,6.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Czechia,2023,6.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,1995,16.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,1996,16.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,1997,17.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,1998,18.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,1999,18.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2000,19.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2001,19.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2002,20.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2003,21.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2004,21.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2005,23.4,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2006,25.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2007,25.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2008,25.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2009,25.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2010,25.6,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2011,25.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2012,25.8,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2013,26.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2014,26.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2015,26.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2016,26.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2017,26.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2018,26.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2019,27.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2020,27.8,b
