DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Cyprus,2019,43.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Cyprus,2020,35.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Cyprus,2021,32.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Cyprus,2022,20.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Cyprus,2023,16.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2016,93.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2017,87.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2018,83.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2019,81.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2020,68.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2021,60.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2022,63.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Germany,2023,76.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2016,156.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2017,162.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2018,187.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2019,228.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2020,152.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2021,236.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2022,221.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Denmark,2023,196.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2016,89.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2017,85.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2018,91.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2019,92.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2020,69.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2021,78.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2022,89.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area - 19 countries  (2015-2022),2023,99.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2016,92.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2017,87.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2018,92.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2019,93.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2020,70.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2021,79.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2022,90.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Euro area – 20 countries (from 2023),2023,100.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2016,107.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2017,96.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2018,89.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2019,103.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2020,105.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2021,73.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2022,67.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Estonia,2023,102.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2016,83.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2017,82.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2018,83.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2019,91.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2020,84.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2021,164.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2022,218.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",Spain,2023,210.8,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2016,89.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2017,85.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2018,90.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2019,92.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2020,70.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2021,78.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2022,86.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",European Union - 27 countries (from 2020),2023,98.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2015,100.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2016,91.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2017,85.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2018,85.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2019,80.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2020,49.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2021,43.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2022,65.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Bankruptcy declarations,"Industry, construction and market services (except public administration and defence; compulsory social security; activities of membership organisations)",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2015=100",France,2023,89.1,
