DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2006,72.895,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2007,75.353,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2008,78.129,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2009,76.830,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2010,81.173,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2011,84.735,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2012,87.560,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2013,87.462,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2014,87.968,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2015,90.639,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2016,92.920,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2017,93.793,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2018,96.285,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2019,101.489,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2020,100.000,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2021,107.708,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2022,110.887,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Bulgaria,2023,111.779,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,1995,83.978,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,1996,84.610,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,1997,86.649,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,1998,88.105,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,1999,88.847,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2000,91.471,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2001,91.391,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2002,90.677,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2003,90.972,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2004,93.172,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2005,95.039,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2006,96.802,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2007,98.061,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2008,98.458,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2009,95.747,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2010,98.575,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2011,97.833,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2012,97.254,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2013,97.814,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2014,98.262,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2015,98.372,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2016,99.030,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2017,99.473,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2018,101.267,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2019,101.677,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2020,100.000,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2021,104.892,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2022,106.483,p
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Switzerland,2023,104.862,p
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,1995,78.877,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,1996,79.441,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,1997,81.044,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,1998,84.667,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,1999,87.287,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2000,90.987,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2001,92.582,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2002,94.061,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2003,93.177,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2004,94.123,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2005,95.231,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2006,97.905,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2007,98.534,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2008,98.651,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2009,96.631,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2010,98.231,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2011,98.367,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2012,98.471,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2013,97.432,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2014,97.660,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2015,99.437,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2016,101.258,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2017,101.603,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2018,101.891,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2019,102.942,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2020,100.000,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2021,108.196,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2022,111.644,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Cyprus,2023,112.944,p
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,1995,58.857,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,1996,60.995,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,1997,61.060,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,1998,61.894,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,1999,64.128,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2000,67.254,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2001,69.401,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2002,70.013,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2003,72.902,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2004,76.500,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2005,79.827,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2006,83.983,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2007,86.780,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2008,87.149,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2009,84.493,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2010,87.694,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2011,89.698,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2012,88.543,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2013,88.180,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2014,89.682,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2015,92.836,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2016,94.258,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2017,97.833,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2018,99.457,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2019,103.152,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2020,100.000,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2021,103.004,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2022,104.867,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Czechia,2023,103.743,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1991,81.550,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1992,84.301,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1993,84.576,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1994,86.737,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1995,87.660,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1996,88.533,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1997,90.216,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1998,91.018,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,1999,91.472,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2000,92.101,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2001,93.869,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2002,94.105,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2003,94.627,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2004,95.426,
ESTAT:NAMA_10_LP_ULC(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Real labour productivity per person,Germany,2005,96.388,
